Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Clicked on Ad,month,day,hour
42.04,49.0,45632.51,168.34,450,464,0,61,1,2,1,4
51.87,29.0,56113.37,134.14,442,468,0,17,0,6,18,8
49.21,46.0,54286.1,119.32,32,106,0,197,0,1,27,23
56.39,46.0,58966.22,231.95,342,381,1,176,1,3,5,14
49.21,52.0,64021.55,206.98,297,455,0,17,1,0,15,23
66.12,49.0,45632.51,168.34,450,464,0,128,1,3,3,20
55.6,24.0,52252.91,182.2,97,477,0,2,0,5,10,8
59.05,33.0,43974.49,196.77,48,27,1,0,1,3,28,18
82.79,35.0,54875.95,226.54,130,512,1,53,1,6,18,8
71.33,36.0,38067.08,141.52,211,272,0,103,1,1,25,19
51.24,36.0,48335.2,124.44,47,519,0,18,1,4,7,22
75.71,52.0,43974.49,229.12,363,336,1,9,1,3,3,8
55.6,54.0,53188.69,178.92,546,507,1,168,1,2,30,20
65.77,34.0,34191.23,168.34,45,182,1,50,0,2,10,0
79.52,31.0,64564.07,187.76,147,484,0,49,1,6,16,14
76.64,31.0,58966.22,248.23,264,75,0,42,0,4,14,13
78.84,35.0,66187.58,236.87,33,516,0,192,0,6,17,1
74.27,40.0,63394.41,221.98,471,2,1,56,1,6,12,16
44.4,25.0,50506.44,140.46,80,414,0,149,0,5,9,0
55.6,35.0,42993.48,236.87,302,363,0,133,0,5,19,14
70.09,25.0,50671.6,241.03,194,91,1,95,0,5,28,2
56.39,29.0,53431.35,153.76,433,86,0,31,1,3,3,8
41.73,31.0,59886.58,207.17,224,76,1,81,0,6,8,11
43.49,37.0,39031.89,111.59,489,260,1,9,1,5,19,14
66.26,36.0,32549.95,115.26,7,313,1,81,0,6,7,3
72.55,31.0,56180.93,207.17,403,269,0,107,0,5,20,14
51.24,36.0,59240.24,176.7,511,294,0,162,0,6,5,5
82.07,41.0,67058.72,187.76,39,41,0,137,1,6,16,1
78.36,43.0,43974.49,157.04,273,359,0,136,1,4,8,21
80.3,40.0,61230.03,225.58,421,516,0,133,0,6,11,10
89.05,26.0,50628.31,131.68,205,406,1,89,0,0,7,19
82.07,48.0,65956.71,157.04,332,27,0,94,1,6,16,1
51.24,54.0,31523.09,240.63,546,388,0,100,1,0,15,23
71.28,36.0,32549.95,141.52,91,519,1,104,1,0,2,16
57.24,33.0,41547.62,204.02,1,279,1,200,0,6,8,11
55.6,39.0,74623.27,124.44,72,293,0,75,0,0,4,11
60.23,50.0,57868.44,163.48,153,517,0,14,1,4,8,21
81.98,34.0,34191.23,140.67,45,188,1,50,0,1,26,8
80.47,43.0,32635.7,198.45,411,355,1,136,1,3,2,21
43.49,28.0,73207.15,108.03,47,506,0,119,1,4,7,22
82.07,43.0,68787.09,121.28,411,359,0,14,1,3,16,21
81.75,49.0,45632.51,113.8,450,464,0,128,1,2,21,6
51.24,36.0,61610.05,140.46,410,475,0,191,1,4,7,22
39.36,42.0,60514.05,238.58,212,207,0,44,1,3,5,11
59.59,48.0,43974.49,157.04,332,27,0,82,1,6,16,1
43.49,37.0,67132.46,181.02,185,372,0,119,1,4,20,1
55.6,24.0,52252.91,167.22,263,104,0,2,1,0,19,0
82.07,48.0,65956.71,212.38,180,27,0,82,1,6,16,1
75.42,30.0,66574.0,111.94,35,435,1,20,0,4,7,10
41.73,28.0,39799.73,217.37,119,86,0,201,0,2,29,14
40.17,45.0,59610.81,138.71,329,515,1,161,0,2,29,14
55.6,39.0,56180.93,212.87,403,366,0,56,0,0,2,7
72.55,39.0,52520.75,124.44,222,294,0,13,0,0,2,7
68.01,33.0,64147.86,204.27,48,307,1,0,1,2,23,6
41.73,31.0,59677.64,207.17,437,269,1,166,0,2,27,2
82.07,22.0,63363.04,121.07,79,41,0,12,0,6,2,4
79.81,34.0,40183.75,168.34,45,411,1,126,0,1,26,8
55.6,35.0,37334.78,119.2,293,65,1,53,1,2,5,23
80.23,31.0,59886.58,141.89,483,318,1,58,0,2,17,13
75.55,32.0,55424.24,172.83,161,234,1,99,0,3,27,22
42.04,37.0,52563.22,181.25,548,205,0,27,0,1,18,20
55.6,24.0,52252.91,178.92,97,234,1,168,0,6,11,10
78.64,31.0,56180.93,240.64,437,460,1,166,0,4,18,11
60.23,48.0,52736.33,159.77,42,321,1,187,1,6,16,1
76.58,33.0,49101.67,215.18,41,279,0,125,1,6,13,22
46.61,43.0,60575.99,198.45,300,355,1,136,1,3,2,21
78.7,33.0,49101.67,220.08,153,279,1,200,0,6,13,22
55.6,39.0,65953.76,159.46,420,221,1,102,0,0,22,17
43.49,37.0,58235.21,109.29,260,260,1,172,0,0,20,23
55.6,39.0,55368.67,212.87,403,461,0,102,0,0,2,7
55.6,39.0,37334.78,258.62,47,506,0,48,1,4,7,22
75.42,30.0,58677.69,176.98,159,32,0,75,0,2,10,12
65.59,49.0,39031.89,195.69,450,464,1,9,1,3,3,20
51.87,40.0,66873.9,132.63,437,421,1,9,0,5,21,7
41.73,31.0,59886.58,207.17,437,335,1,166,0,5,15,2
44.64,36.0,59240.24,222.25,222,294,0,149,0,1,25,19
40.04,28.0,55121.65,217.37,227,379,0,62,0,2,19,7
41.73,42.0,60514.05,129.8,541,136,1,44,1,3,5,11
65.65,30.0,58543.94,140.46,484,73,0,149,0,3,12,13
39.96,45.0,67575.12,174.88,426,515,0,178,1,2,4,12
66.18,28.0,59144.02,236.87,529,506,0,44,1,6,22,4
80.46,45.0,31092.93,138.71,122,290,1,21,1,5,28,13
55.6,24.0,52252.91,172.83,201,234,1,2,0,3,27,22
75.55,36.0,76003.47,140.46,540,316,0,104,1,0,2,16
61.22,45.0,59886.58,234.26,329,515,1,176,1,2,4,12
49.19,31.0,52178.98,207.17,483,460,1,81,0,4,9,7
70.92,31.0,49111.47,207.17,438,58,0,198,0,4,0,23
73.89,31.0,27262.51,250.2,339,118,0,152,1,4,11,4
56.39,40.0,40468.53,140.46,109,351,0,38,0,0,16,18
75.42,30.0,57877.15,201.58,462,184,0,29,0,5,28,10
66.12,39.0,38067.08,140.46,222,260,0,86,0,1,25,22
44.78,41.0,63363.04,158.42,188,75,1,14,1,4,12,11
35.61,37.0,47575.44,216.49,548,206,0,27,0,4,20,1
56.01,52.0,27241.11,230.18,38,293,1,53,1,2,22,21
86.06,32.0,55424.24,209.72,488,242,1,73,1,3,15,14
83.71,38.0,50723.67,231.37,470,207,0,162,0,3,5,11
80.3,49.0,68448.94,195.69,450,379,0,128,1,1,4,16
44.4,36.0,29398.61,140.46,230,316,0,104,1,1,16,20
54.08,31.0,61840.26,207.17,353,344,1,166,0,0,15,17
81.75,19.0,55015.08,133.2,1,281,1,133,0,3,17,15
55.6,35.0,73889.99,236.87,359,516,0,192,0,3,0,9
49.21,53.0,40182.84,228.81,85,208,0,149,0,1,26,13
59.59,34.0,59785.94,160.03,182,284,0,24,0,1,26,8
80.51,41.0,57846.68,187.76,118,248,0,80,1,4,12,11
50.63,35.0,39840.55,236.87,548,172,0,1,1,1,28,23
70.39,27.0,39193.45,168.92,59,422,1,129,0,6,2,4
33.33,45.0,70053.27,124.67,426,515,0,176,1,2,4,12
39.96,45.0,59886.58,124.67,426,515,0,178,1,2,4,12
37.0,26.0,31265.75,154.74,224,243,1,148,0,0,7,19
70.61,31.0,59886.58,165.43,24,384,1,148,0,3,0,9
51.24,32.0,69481.85,178.92,35,234,1,100,0,0,8,3
89.05,51.0,65883.39,221.98,153,242,1,187,1,3,11,4
56.39,40.0,73882.91,214.33,144,20,1,68,0,5,19,8
74.41,36.0,59240.24,115.26,413,56,1,129,0,6,7,3
48.86,35.0,25603.93,236.87,113,516,0,192,0,6,17,1
83.71,31.0,61840.26,211.39,477,298,1,81,1,5,15,2
40.04,34.0,59785.94,160.03,45,50,0,188,0,2,10,0
44.33,39.0,38067.08,124.44,222,260,0,102,0,4,7,22
63.89,31.0,59886.58,183.85,483,15,1,81,1,5,28,13
73.89,28.0,70324.8,217.37,311,103,0,192,0,1,28,23
46.31,31.0,58235.21,240.64,224,215,1,179,0,2,29,14
61.84,27.0,76003.47,190.17,249,213,0,176,0,6,2,4
43.49,28.0,71455.62,230.52,222,506,0,102,1,4,7,22
38.37,36.0,29398.61,185.46,511,130,0,93,0,4,20,1
70.58,37.0,68448.94,173.43,104,260,1,9,1,2,14,17
40.17,26.0,50628.31,143.79,318,76,1,193,0,0,7,19
70.39,27.0,36884.23,131.29,302,161,1,192,0,6,2,4
66.49,23.0,67307.43,217.37,463,76,1,167,0,5,20,14
61.22,31.0,56180.93,207.17,222,229,0,156,0,0,2,7
46.14,52.0,33951.63,229.12,98,80,1,176,1,0,11,10
52.13,31.0,59886.58,141.89,301,233,1,3,0,3,6,15
42.04,37.0,53058.91,129.31,548,519,0,41,0,1,28,19
34.3,34.0,34191.23,224.44,45,182,1,50,0,2,10,0
79.52,41.0,57846.68,120.63,129,255,0,42,0,2,29,23
55.6,35.0,73889.99,221.18,488,516,1,133,0,0,25,2
80.3,49.0,39031.89,113.8,450,464,0,128,1,3,3,20
71.84,31.0,56180.93,207.17,152,269,0,72,0,6,8,11
66.18,49.0,45632.51,168.34,508,50,0,158,0,2,10,0
61.22,32.0,55424.24,182.2,506,234,0,34,0,3,27,22
60.72,42.0,60514.05,199.43,212,201,1,44,1,3,5,11
52.84,48.0,57868.44,212.38,180,41,1,136,1,0,14,22
34.78,30.0,67186.54,244.91,85,247,1,149,0,4,7,10
55.6,35.0,73889.99,132.63,429,223,1,133,0,2,17,13
43.49,37.0,39031.89,195.69,233,205,1,9,0,5,2,1
41.73,28.0,73608.99,221.94,311,177,1,105,0,1,7,14
35.66,36.0,48335.2,140.46,540,316,0,104,1,2,11,7
80.3,60.0,54251.78,139.32,2,412,0,42,1,3,3,20
82.07,49.0,64564.07,187.76,184,484,0,139,1,6,16,14
69.15,29.0,56113.37,112.72,459,63,0,22,0,2,8,0
59.59,38.0,57868.44,154.75,349,14,0,203,1,0,14,19
48.86,35.0,53898.89,209.91,488,363,1,119,1,2,17,13
37.68,40.0,62669.59,133.9,334,209,1,200,1,2,22,6
49.21,52.0,41097.17,157.04,468,519,0,68,1,4,11,21
83.71,42.0,57868.44,206.98,212,436,1,21,1,3,5,11
63.26,42.0,58151.87,188.56,541,328,1,133,0,1,18,13
83.47,41.0,55121.65,204.79,196,195,0,62,1,6,10,1
40.04,34.0,34191.23,160.03,45,182,1,126,0,2,10,0
82.07,43.0,42191.61,121.28,100,308,0,14,1,3,16,21
56.39,46.0,66504.16,231.95,342,406,1,56,1,5,16,20
55.6,31.0,56180.93,212.87,403,191,0,117,0,5,20,14
51.87,49.0,39031.89,195.69,233,464,1,9,1,3,3,20
72.01,35.0,46132.18,207.44,462,184,0,149,0,0,4,20
84.73,52.0,43974.49,229.12,425,407,0,68,1,5,12,18
37.87,43.0,52563.22,157.04,411,359,0,14,1,3,16,21
84.98,40.0,31265.75,136.18,35,224,1,34,0,6,11,10
60.72,23.0,55121.65,172.81,186,136,0,44,0,1,14,16
66.18,31.0,46339.25,236.87,121,149,0,66,0,4,5,21
55.6,24.0,52252.91,182.2,247,477,0,130,0,1,24,16
55.6,35.0,25603.93,236.87,421,516,0,192,0,1,9,13
57.24,43.0,73538.09,198.45,300,355,1,187,1,1,11,10
79.54,44.0,57846.68,140.95,467,248,1,118,1,2,13,14
34.78,26.0,63649.04,190.17,219,261,1,1,1,6,7,17
85.84,26.0,35521.88,131.68,519,60,1,187,0,0,4,16
41.73,31.0,59677.64,207.17,241,460,1,15,0,5,15,2
74.06,47.0,39031.89,195.69,450,464,1,9,1,3,3,20
71.28,36.0,50628.31,131.55,358,91,1,18,1,4,7,22
65.65,30.0,33293.78,174.88,484,218,0,75,1,5,15,2
38.37,36.0,70592.81,176.7,58,73,0,122,0,5,11,5
68.01,38.0,32593.59,259.76,337,64,0,42,0,4,11,21
57.99,49.0,45632.51,168.34,450,464,0,128,1,3,3,20
48.86,36.0,76003.47,190.17,147,316,0,191,1,5,28,13
74.63,45.0,39132.64,150.8,161,184,0,22,0,1,25,22
47.74,33.0,58966.22,191.82,82,281,1,200,0,1,2,15
88.04,42.0,43241.19,236.87,418,136,0,44,1,3,5,11
56.39,40.0,53336.76,167.22,266,64,0,133,0,5,1,21
68.01,43.0,53922.43,176.98,411,359,0,14,1,4,8,21
57.11,25.0,50506.44,241.03,102,461,1,205,0,6,7,17
78.7,51.0,74535.94,130.41,553,407,0,96,1,6,14,15
51.24,36.0,32549.95,141.52,388,194,1,18,1,1,13,14
56.39,46.0,54286.1,253.48,59,23,0,10,0,5,16,20
65.77,42.0,60514.05,129.8,212,136,1,105,1,3,5,11
51.24,36.0,32549.95,141.52,511,316,0,104,1,2,11,7
72.23,33.0,39616.0,125.27,459,407,0,84,0,4,11,21
40.47,35.0,25603.93,236.87,302,516,0,125,0,6,2,9
52.84,26.0,46033.73,186.98,311,134,1,163,0,1,14,16
72.88,31.0,59886.58,207.17,403,335,0,118,1,0,16,15
52.68,35.0,57739.03,132.63,429,9,1,81,0,3,6,15
80.67,26.0,74903.41,228.78,318,406,1,4,0,0,7,19
81.58,43.0,31092.93,198.45,300,355,1,187,1,3,2,21
89.05,50.0,43974.49,212.38,180,108,1,136,1,2,19,8
44.4,45.0,66574.0,138.71,335,515,1,36,1,2,17,13
74.59,23.0,56180.93,172.81,321,134,1,196,0,1,14,16
86.06,35.0,48918.55,195.89,396,3,1,20,0,3,26,4
56.3,24.0,52252.91,182.2,488,217,0,125,1,1,11,8
71.28,36.0,50628.31,126.39,545,210,1,104,1,0,2,16
86.06,32.0,55424.24,172.83,201,129,1,2,0,5,28,10
82.07,41.0,64927.19,158.42,464,430,1,187,1,3,20,9
71.33,27.0,69646.35,214.42,364,105,0,55,0,6,2,4
42.04,49.0,45632.51,168.34,450,464,0,128,1,1,4,16
55.6,24.0,55942.04,172.83,541,234,1,110,0,2,17,13
49.21,29.0,69718.19,131.76,437,100,1,125,0,0,13,0
51.87,37.0,62772.42,221.18,302,516,1,125,0,0,25,2
45.08,27.0,56180.93,239.32,165,161,0,171,0,6,2,4
81.75,24.0,52252.91,182.2,247,64,0,2,0,3,16,21
79.54,45.0,59610.81,158.42,122,515,1,110,1,5,15,2
55.6,31.0,52520.75,212.87,152,269,0,41,0,1,25,22
60.53,38.0,70582.55,122.04,497,436,1,57,0,2,14,17
82.07,33.0,43974.49,123.13,268,407,0,146,1,4,11,21
84.73,26.0,50628.31,126.39,388,75,1,1,0,0,0,15
70.92,35.0,73889.99,236.87,302,363,0,98,0,4,11,4
74.54,42.0,59243.46,143.13,418,136,1,180,1,3,5,11
51.24,36.0,50628.31,222.25,345,363,0,104,0,0,0,5
55.6,39.0,48335.2,124.44,222,330,0,49,1,4,7,22
40.04,22.0,54774.77,172.81,350,475,0,10,0,1,18,20
56.39,46.0,33951.63,191.82,342,421,1,176,0,3,5,14
88.04,38.0,57868.44,154.75,349,436,0,203,1,6,18,12
82.07,48.0,65956.71,123.13,215,27,0,82,1,6,16,1
76.44,26.0,32252.38,207.17,437,360,1,196,0,1,25,1
44.78,55.0,55015.08,187.76,180,136,1,136,1,0,14,22
65.59,36.0,32549.95,109.07,434,519,1,3,1,2,13,23
40.47,35.0,25603.93,236.87,302,123,0,171,0,6,17,1
62.18,19.0,63430.33,133.2,153,15,1,200,0,2,5,11
56.16,29.0,69718.19,201.58,363,37,0,191,0,6,20,10
67.85,28.0,61840.26,120.49,83,460,1,196,0,3,7,22
88.12,26.0,70203.74,190.17,55,204,0,1,0,0,22,13
79.54,30.0,50671.6,234.26,556,209,1,20,1,6,4,15
55.6,35.0,19991.72,236.87,421,497,0,157,1,5,19,14
55.6,35.0,25603.93,236.87,421,516,0,125,0,3,0,9
69.62,34.0,34191.23,168.34,45,182,1,126,0,2,10,0
68.01,33.0,56782.18,223.03,235,159,0,197,0,6,2,4
50.63,36.0,32549.95,131.55,47,167,1,104,1,6,7,3
80.51,55.0,57014.84,187.76,180,41,1,136,1,2,19,8
66.18,31.0,56180.93,204.79,203,58,0,41,0,1,25,1
87.35,28.0,55121.65,207.17,248,479,0,205,0,1,25,22
43.84,36.0,55002.05,176.7,184,206,0,171,0,6,2,4
80.91,27.0,66815.54,222.11,165,181,0,192,0,1,16,18
81.75,33.0,62060.11,196.77,459,407,0,84,0,4,11,21
89.05,38.0,70582.55,122.04,470,436,1,203,1,0,22,18
75.15,33.0,49101.67,204.02,115,279,1,200,0,6,2,4
47.74,32.0,69481.85,178.92,35,353,1,87,0,0,8,3
89.05,43.0,74535.94,184.23,394,359,0,12,1,4,8,21
35.49,39.0,38067.08,124.44,222,294,0,71,0,1,25,22
81.75,52.0,33951.63,230.95,459,64,1,51,0,3,17,15
80.3,52.0,27241.11,117.75,348,0,1,147,1,6,18,8
59.22,52.0,64021.55,229.12,459,407,0,31,1,0,6,23
35.25,40.0,38067.08,124.32,508,105,0,27,0,1,25,22
47.64,24.0,52252.91,182.2,97,104,0,201,0,3,12,13
44.33,39.0,37334.78,124.44,72,506,0,86,1,1,8,7
49.21,27.0,36884.23,158.81,249,72,0,192,0,6,2,4
71.84,39.0,48335.2,230.52,57,506,0,3,1,4,7,22
70.39,35.0,54429.17,226.54,302,338,1,81,0,6,1,20
69.88,34.0,34191.23,160.03,45,182,1,50,0,2,10,0
42.04,49.0,45632.51,122.02,450,464,0,128,1,3,3,20
40.04,41.0,57846.68,140.46,145,105,0,97,0,1,25,22
37.0,30.0,57877.15,113.69,65,284,1,20,1,3,21,0
82.07,41.0,57846.68,187.76,421,484,0,42,1,6,16,14
71.28,32.0,57691.95,178.92,506,234,1,168,0,2,30,20
51.3,38.0,51920.49,226.74,39,413,0,162,0,3,5,11
37.0,53.0,66574.0,174.88,484,218,0,58,1,6,18,12
40.47,35.0,54429.17,236.87,302,306,0,81,0,6,17,1
44.64,36.0,59240.24,222.25,511,110,0,59,0,1,25,19
70.29,31.0,59886.58,207.17,301,91,1,21,0,6,8,11
85.84,44.0,51317.33,227.63,118,248,0,25,1,1,19,0
80.3,49.0,45632.51,113.8,450,464,0,128,1,3,3,20
55.6,30.0,50671.6,140.15,556,298,1,75,1,1,10,16
83.71,45.0,31092.93,138.71,329,515,1,21,1,0,22,18
42.04,49.0,45632.51,168.34,2,464,0,128,1,1,7,14
51.87,44.0,31281.01,137.63,127,56,1,168,0,6,7,3
73.72,32.0,55424.24,178.92,35,393,1,20,0,4,7,10
81.75,19.0,33951.63,195.69,233,418,1,26,0,5,2,17
75.55,25.0,50506.44,140.46,101,461,0,156,0,0,2,7
84.73,26.0,56782.18,131.68,349,75,0,162,1,0,14,19
63.45,42.0,58849.77,120.75,541,436,1,81,0,1,18,13
81.75,60.0,68448.94,186.37,433,421,0,27,1,3,3,8
46.61,43.0,53922.43,122.31,100,359,0,14,1,3,16,21
56.39,40.0,40468.53,194.62,230,316,0,191,1,6,12,16
79.54,32.0,69481.85,178.92,35,234,1,66,0,0,8,3
66.18,28.0,71222.4,139.01,323,506,0,86,1,0,22,17
83.71,26.0,51463.17,131.68,157,486,0,5,0,4,14,13
51.87,49.0,39031.89,195.69,233,336,1,9,1,3,3,20
80.31,23.0,55121.65,217.37,437,58,0,44,0,1,7,7
69.62,34.0,40183.75,168.34,45,182,1,126,0,2,10,0
81.98,50.0,73538.09,226.79,153,355,0,136,1,1,11,10
80.47,38.0,64564.07,122.04,497,436,1,184,0,0,14,19
59.22,49.0,43450.11,195.69,233,336,1,9,1,3,3,20
55.6,31.0,75044.35,207.17,438,384,1,81,0,0,2,7
65.77,42.0,59243.46,143.13,418,136,1,44,1,4,26,15
37.45,39.0,48335.2,222.25,29,135,1,104,1,4,7,22
89.05,44.0,61428.18,140.95,141,248,1,187,1,2,13,14
80.3,52.0,33951.63,186.37,363,96,1,147,1,6,18,8
54.88,52.0,45632.51,186.37,433,274,0,17,1,3,3,8
78.74,38.0,60514.05,129.8,123,136,1,44,1,3,5,11
59.59,34.0,40183.75,243.61,45,333,1,126,0,1,26,8
39.3,32.0,70492.6,219.94,35,192,1,163,1,0,8,3
40.47,27.0,36884.23,131.29,253,422,1,67,0,2,22,21
80.51,55.0,62784.85,187.76,180,60,1,187,1,0,6,13
37.87,44.0,48335.2,187.76,134,285,0,96,1,1,19,0
41.73,28.0,55121.65,204.79,398,107,0,205,0,1,25,1
38.37,36.0,76003.47,141.52,511,316,0,104,1,0,2,16
56.39,19.0,54251.78,168.34,60,336,1,51,0,3,3,20
67.56,28.0,71222.4,207.17,119,149,0,205,0,1,25,1
51.56,29.0,53431.35,167.22,263,285,0,191,1,1,2,19
55.6,35.0,73889.99,225.58,359,516,0,133,0,5,10,6
66.08,33.0,60953.93,215.18,168,190,0,125,0,3,18,5
80.47,48.0,57868.44,123.13,64,364,1,187,1,6,16,1
40.47,35.0,58183.04,167.42,302,316,0,81,0,4,12,14
47.74,30.0,42696.67,111.94,524,284,1,20,0,0,12,2
44.4,30.0,54324.73,140.15,484,337,0,139,1,5,28,10
51.87,35.0,73889.99,225.58,421,516,0,98,0,6,2,9
53.68,27.0,39193.45,225.0,59,422,1,52,0,2,8,14
58.18,19.0,62772.42,201.58,60,25,1,59,0,2,25,19
59.59,34.0,59785.94,219.69,182,284,0,24,1,3,26,4
41.73,45.0,74903.41,158.42,404,515,1,161,1,2,4,12
82.07,35.0,57846.68,259.76,528,493,0,82,0,0,27,17
71.84,39.0,23936.86,144.27,72,260,0,107,0,5,9,10
43.84,36.0,48335.2,124.44,278,316,0,116,1,4,7,22
78.67,31.0,56180.93,207.17,24,460,1,41,0,4,9,7
51.87,33.0,55642.32,204.02,182,188,1,84,0,1,22,17
89.05,51.0,57868.44,178.75,76,471,1,112,1,2,9,15
51.87,60.0,59448.44,123.86,62,63,0,27,0,5,11,21
80.3,49.0,45632.51,113.8,450,464,0,128,1,3,3,20
49.42,25.0,50506.44,241.03,101,414,0,118,0,2,3,14
80.46,25.0,50506.44,176.28,264,461,1,69,0,0,2,7
65.56,46.0,60968.62,231.95,342,406,1,176,1,0,11,10
55.6,35.0,42993.48,225.58,396,411,1,133,0,0,4,7
59.05,50.0,43974.49,123.13,215,27,0,79,1,0,8,4
76.81,28.0,67669.06,217.37,463,479,1,201,0,0,4,16
42.04,49.0,39031.89,195.69,450,464,1,9,1,3,3,20
38.96,25.0,50506.44,241.03,219,197,1,81,0,6,7,17
66.49,49.0,43450.11,195.69,2,124,1,128,1,2,21,6
33.33,41.0,63363.04,255.57,300,503,1,187,1,1,10,16
51.24,36.0,61610.05,140.46,484,519,0,191,1,1,16,20
82.87,31.0,55121.65,204.79,328,306,0,59,0,3,16,6
37.0,26.0,63430.33,140.46,80,94,0,149,0,0,4,20
65.4,29.0,72203.96,216.49,437,514,1,162,0,0,15,16
82.07,43.0,58633.63,121.28,411,355,0,14,1,3,16,21
56.39,29.0,69646.35,153.76,471,31,0,86,1,0,10,2
56.39,27.0,66815.54,168.92,545,256,1,176,0,2,8,14
59.05,50.0,43974.49,123.13,396,27,1,187,1,5,17,22
52.68,32.0,70505.06,172.83,161,234,0,12,0,3,27,22
40.47,35.0,70012.83,158.29,359,389,0,125,0,0,4,20
59.51,29.0,51868.85,153.76,74,285,0,9,1,3,14,15
47.74,51.0,42362.49,117.3,348,209,1,45,1,6,13,22
56.39,29.0,69646.35,200.71,198,238,0,27,0,6,12,7
59.51,40.0,62669.59,130.86,148,237,1,176,1,1,10,16
82.07,22.0,51257.26,139.34,300,401,0,197,0,6,20,10
37.87,38.0,64564.07,163.48,411,508,1,136,1,3,2,21
55.6,36.0,32549.95,141.52,540,272,0,104,1,0,2,16
81.59,35.0,74445.18,235.29,253,338,1,125,0,6,1,20
84.98,40.0,31265.75,198.45,524,284,1,53,1,4,7,10
43.6,35.0,39840.55,120.06,147,316,0,157,1,5,28,2
46.61,30.0,50671.6,133.9,401,268,1,20,1,2,22,9
81.58,41.0,54755.71,140.15,175,91,1,95,0,2,13,23
47.64,29.0,53673.08,208.05,242,37,0,27,0,2,8,0
65.59,39.0,71455.62,221.79,130,115,1,105,1,1,8,7
78.7,40.0,62669.59,111.94,348,435,1,147,1,4,29,20
55.6,35.0,25603.93,236.87,302,516,0,192,0,6,17,1
56.57,44.0,74180.05,218.22,196,136,0,3,0,1,14,16
75.55,26.0,59240.24,140.46,264,475,0,5,0,0,2,7
46.61,41.0,64828.0,120.63,184,359,0,49,1,1,26,15
46.28,26.0,46033.73,228.78,33,75,1,81,0,0,7,19
83.67,44.0,57846.68,227.63,419,285,0,25,1,3,3,7
80.3,28.0,53058.91,180.88,383,149,0,66,1,0,13,14
81.75,19.0,62060.11,113.53,182,147,0,27,0,2,10,0
41.73,25.0,50671.6,241.03,483,283,1,64,0,3,27,2
51.24,36.0,76003.47,140.46,511,316,0,104,1,0,2,16
81.75,24.0,52252.91,182.2,356,477,0,13,0,2,2,22
56.39,46.0,41768.13,229.22,22,406,1,44,1,1,27,23
63.26,42.0,58151.87,120.75,541,328,1,194,0,1,18,13
66.08,46.0,39939.39,212.92,468,519,0,161,1,1,26,20
55.6,24.0,64698.58,178.92,35,234,1,2,0,2,17,13
44.98,34.0,20592.99,168.34,45,147,0,51,0,2,10,0
82.07,22.0,63363.04,187.76,134,41,0,5,0,6,4,18
78.36,50.0,43974.49,123.13,480,108,0,108,1,3,3,7
46.14,31.0,27262.51,204.79,437,191,0,3,0,4,5,21
75.42,30.0,66574.0,111.94,35,510,1,20,0,4,7,10
59.59,55.0,62784.85,201.15,5,136,0,185,1,3,20,9
41.73,28.0,75044.35,207.17,222,289,0,66,0,4,7,22
63.45,24.0,61601.05,182.2,247,64,0,2,0,2,23,9
75.03,34.0,59785.94,183.82,182,284,0,188,1,3,26,4
41.73,34.0,34191.23,160.03,45,376,1,157,1,1,26,8
82.07,43.0,53647.81,122.31,411,355,0,28,1,2,29,23
59.05,48.0,43974.49,212.38,215,27,0,79,1,6,16,1
35.61,27.0,47575.44,214.42,249,105,0,192,0,1,25,19
47.74,29.0,53431.35,217.1,233,499,1,2,0,0,13,0
79.54,41.0,50628.31,158.42,467,7,1,118,1,4,30,23
40.04,23.0,50723.67,172.81,481,136,0,163,0,6,22,6
65.07,22.0,73882.91,121.07,79,368,0,197,0,6,2,4
39.96,26.0,63430.33,241.03,474,461,0,55,0,2,7,18
41.73,31.0,57739.03,207.17,437,460,1,166,0,6,8,11
37.87,40.0,41232.89,123.51,484,285,0,191,1,3,21,22
53.68,36.0,25682.65,239.94,471,224,1,95,0,6,7,3
54.88,22.0,31215.88,156.36,350,401,0,10,0,3,8,16
55.6,32.0,55424.24,178.92,35,234,1,99,0,0,8,3
43.49,37.0,67132.46,129.31,352,85,0,38,0,0,2,17
54.97,33.0,68094.85,230.95,459,64,0,84,0,5,9,11
56.3,39.0,55121.65,143.79,530,307,1,3,1,0,0,15
61.09,26.0,56694.12,190.17,304,75,0,162,0,6,4,18
69.62,34.0,34191.23,114.53,45,182,1,50,0,2,10,0
68.01,33.0,56782.18,120.75,376,227,0,27,0,5,20,13
56.16,29.0,72203.96,136.18,363,499,1,9,0,0,4,16
65.59,28.0,68448.94,258.62,423,260,1,103,1,2,7,0
80.31,31.0,61840.26,207.17,437,269,1,166,0,6,8,11
36.56,52.0,33951.63,218.61,554,439,1,147,1,5,15,2
60.23,41.0,57846.68,227.63,110,213,0,49,1,0,26,18
74.06,47.0,60283.98,168.34,45,284,0,158,1,3,26,4
79.52,44.0,48335.2,137.24,399,285,0,118,1,1,15,12
41.73,31.0,59886.58,207.17,437,191,1,21,0,5,15,2
68.88,42.0,59243.46,143.13,181,136,1,44,1,4,12,11
54.47,35.0,73889.99,226.54,429,338,1,81,0,6,1,20
80.47,38.0,57868.44,170.13,542,436,0,98,1,4,18,14
79.52,31.0,59886.58,133.17,219,249,1,139,1,5,9,10
